3,94,2208100433
3,93,2224982323
3,92,2205122269
3,91,2300941788
3,90,2130831396
3,91,2177729165
3,92,2226769390
3,93,2211744435
3,94,2166872384
3,95,2113353965
3,94,2144235162
3,93,2120550794
3,92,2103397240
3,91,2108928658
3,90,2138151971
3,91,2088589031
3,92,2129457000
3,93,2152727222
3,94,2092426860
3,95,2141605970
3,94,2163119964
3,93,2124080468
4,92,3157415667
3,91,2157001319
3,90,2152356247
3,91,2121093368
3,92,2115751396
3,93,2149727738
3,94,2149049353
3,95,2151816302
3,94,2135675332
3,93,2106408896
3,92,2142140864
3,91,2092763286
4,90,3199157873
3,91,2154474435
3,92,2155044948
3,93,2102267208
3,94,2107308817
3,95,2120950925
3,94,2151699544
3,93,2139291938
3,92,2144843784
4,91,3218575422
3,90,2155066095
3,91,2096105604
3,92,2152950488
3,93,2136703455
3,94,2147322628
3,95,2089135726
3,94,2147464532
3,93,2151052829
3,92,2155237402
3,91,2111754812
3,90,2151730463
3,91,2080772196
3,92,2142825721
3,93,2119870325
3,94,2087568842
3,95,2146590718
3,94,2146444766
3,93,2146812601
3,92,2111988863
3,91,2134410969
3,90,2155518943
3,91,2131683252
3,92,2146801501
3,93,2107255965
3,94,2157500989
3,95,2148298304
3,94,2150187710
4,93,3169136415
3,92,2155133013
3,91,2133836711
3,90,2143116008
3,91,2150844423
3,92,2114221011
3,93,2152603261
3,94,2148875489
3,95,2149452493
4,94,3184302523
3,93,2146525309
3,92,2153948587
3,91,2149053355
3,90,2123194548
3,91,2101092737
4,92,3157356471
3,93,2151944530
3,94,2144198840
3,95,2135496641
3,94,2146092694
3,93,2152127306
3,92,2114303537
3,91,2143193159
4,90,3199738746
4,91,3224954857
3,92,2143114274
4,93,3139275284
4,94,3197084165
3,95,2144706761
3,94,2140330313
3,93,2120703147
3,92,2157798548
3,91,2154291743
3,90,2142406065
3,91,2158607099
3,92,2149415747
3,93,2139518110
3,94,2149221377
3,95,2144665518
3,94,2147552611
3,93,2133033410
3,92,2145040851
4,91,3224861655
3,90,2145927098
3,91,2150461290
3,92,2155291593
3,93,2150637543
3,94,2157068495
3,95,2148323934
3,94,2115037799
3,93,2154641681
3,92,2143421742
3,91,2145800475
3,90,2148636120
3,91,2158966330
3,92,2145440003
3,93,2154912029
3,94,2135497417
3,95,2113879099
3,94,2148059832
3,93,2123705901
3,92,2154389677
3,91,2148963091
3,90,2146849090
3,91,2112282043
3,92,2114086112
3,93,2150587576
3,94,2153095023
3,95,2150095010
3,94,2148758181
3,93,2140366698
3,92,2149371189
3,91,2114311422
3,90,2159655677
3,91,2146164467
3,92,2144400197
3,93,2131916855
3,94,2148351165
4,95,3230283497
3,94,2153775014
3,93,2148333017
3,92,2148688022
3,91,2133016965
4,90,3199268592
3,91,2152406711
3,92,2159519723
3,93,2153605635
3,94,2121537909
3,95,2152326931
3,94,2150051245
3,93,2142135659
3,92,2129311323
3,91,2147013564
3,90,2158919872
3,91,2138669309
3,92,2160523493
3,93,2102703683
3,94,2143921086
3,95,2120126070
3,94,2154609033
3,93,2147383508
3,92,2142287167
3,91,2145197574
3,90,2155561977
3,91,2146226572
3,92,2134547889
3,93,2154736164
3,94,2148545045
3,95,2141121923
3,94,2148765877
3,93,2135632489
3,92,2154045876
3,91,2151392366
3,90,2154414400
3,91,2128426709
3,92,2145960423
3,93,2154395072
3,94,2146942960
3,95,2117754872
3,94,2160104020
3,93,2147574073
3,92,2158199075
3,91,2128833863
3,90,2146911176
3,91,2137864313
3,92,2142759846
3,93,2121693434
3,94,2147653980
3,95,2155308107
3,94,2155241411
3,93,2152881495
3,92,2155988205
3,91,2113170780
3,90,2141964940
3,91,2141082557
3,92,2146708386
3,93,2130132050
3,94,2118020981
3,95,2139002695
3,94,2151904802
3,93,2154792171
3,92,2136386188
3,91,2152963058
3,90,2147689416
3,91,2148639257
3,92,2148574736
3,93,2147662198
3,94,2142597855
3,95,2145668306
3,94,2139274962
3,93,2075059635
3,92,2139991675
3,91,2153469656
3,90,2132227795
3,91,2159425631
3,92,2141552001
3,93,2136180980
3,94,2136184400
3,95,2156180261
3,94,2108556412
3,93,2185106576
3,92,2145332969
4,91,3444511355
3,90,2149197981
3,91,2116751289
3,92,2146436880
3,93,2153118323
3,94,2130035102
3,95,2148491033
3,94,2124417666
3,93,2156987801
3,92,2139379517
3,91,2162639997
3,90,2123655918
3,91,2122613024
3,92,2145852768
3,93,2156607169
3,94,2159731023
3,95,2152712346
4,94,3201450635
3,93,2149910230
3,92,2131737062
3,91,2140839873
3,90,2135165264
3,91,2160358322
4,92,3186688016
3,93,2150442108
3,94,2144324343
3,95,2140310632
3,94,2144157032
3,93,2134042689
3,92,2128138008
3,91,2154471174
3,90,2159844896
3,91,2135876372
3,92,2147724270
4,93,3156940109
3,94,2144533535
3,95,2133585431
3,94,2146412342
3,93,2118897098
3,92,2139713082
3,91,2153344885
3,90,2114994776
3,91,2143848378
3,92,2109345647
3,93,2149185160
3,94,2150869882
4,95,3215851882
4,94,3143855690
3,93,2152051166
4,92,3160790085
3,91,2147676075
4,90,3159393099
4,91,3110813704
4,92,3121248611
3,93,2129290259
3,94,2116887072
4,95,3177365247
3,94,2130730508
3,93,2103376533
3,92,2107285297
3,91,2108539614
3,90,2123483735
3,91,2099786806
3,92,2104638446
3,93,2121876627
3,94,2139442447
3,95,2135048896
3,94,2120287699
3,93,2091870393
3,92,2137456897
3,91,2141694104
3,90,2140618262
3,91,2115452886
3,92,2132988880
3,93,2140699290
3,94,2143877178
3,95,2112649826
3,94,2144667021
3,93,2122916338
3,92,2138195209
3,91,2095819903
3,90,2159319745
3,91,2117655799
3,92,2135373811
3,93,2098091393
3,94,2223237668
3,95,2109464986
3,94,2116371307
4,93,3175188335
3,92,2082728961
3,91,2107997406
3,90,2085839850
3,91,2255297845
3,92,2114026585
3,93,2309260125
3,94,2192151243
3,95,2232023884
3,94,2258778408
3,93,2241103186
3,92,2082697671
3,91,2098502411
3,90,2113779083
3,91,2148389074
3,92,2121955562
3,93,2149793799
4,94,3191203706
3,95,2144285474
3,94,2120804091
3,93,2137732338
3,92,2147929423
3,91,2150655034
3,90,2104400509
3,91,2147550221
3,92,2091370909
4,93,3150453362
3,94,2135738647
3,95,2129168528
3,94,2118910453
3,93,2156070884
3,92,2147999850
3,91,2149018452
3,90,2147661532
3,91,2150961072
3,92,2131194754
3,93,2155306381
3,94,2145964296
3,95,2121144083
3,94,2155120567
3,93,2149403640
4,92,3231055393
3,91,2128586106
3,90,2156410302
3,91,2142809392
3,92,2154105846
4,93,3223785225
3,94,2152876169
3,95,2151908702
3,94,2152391296
3,93,2146439683
3,92,2155939757
3,91,2144026789
3,90,2132490536
3,91,2151692358
4,92,3221191916
3,93,2145221367
3,94,2124177623
3,95,2145796800
3,94,2153707381
3,93,2148244294
4,92,3212937682
3,91,2151576203
3,90,2141604713
3,91,2116201301
3,92,2121433509
4,93,3165866753
4,94,3212206104
3,95,2118478107
4,94,3163105876
3,93,2148282591
3,92,2138270655
3,91,2131039444
3,90,2137536355
3,91,2154336651
3,92,2145946172
3,93,2157004638
3,94,2139145028
3,95,2157759047
3,94,2164438064
3,93,2142782132
3,92,2145703664
3,91,2161206347
3,90,2154321881
3,91,2132165793
